,cars_name,cars_brand,model,model_year,car_type,kms,owner,gasoliene_type,price,emi_per_month,zero_downpayment
76,Maruti Swift Dzire,Maruti,ZXI 1.2 BS IV ,2014,Manual,"48,059",1st,Petrol,"4,28,299","9,527/month",Zero downpayment
77,Hyundai VENUE,Hyundai,S MT 1.2 KAPPA ,2019,Manual,"28,891",1st,Petrol,"7,22,099","16,063/month",Zero downpayment
78,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2018,Manual,"43,678",1st,Petrol,"5,33,999","11,879/month",Zero downpayment
79,Maruti Baleno,Maruti,ZETA 1.2 K12 ,2018,Manual,"9,403",1st,Petrol,"6,16,599","13,716/month",Zero downpayment
80,Hyundai i10,Hyundai,SPORTZ 1.2 KAPPA2 ,2013,Manual,"36,937",1st,Petrol,"2,95,599","6,575/month",Zero downpayment
81,Maruti Swift Dzire,Maruti,VXI 1.2 BS IV ,2015,Manual,"48,858",1st,Petrol,"4,45,199","9,903/month",Zero downpayment
82,Maruti Swift Dzire,Maruti,VXI 1.2 BS IV ,2015,Manual,"56,321",1st,Petrol,"4,36,699","9,714/month",Zero downpayment
83,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2018,Manual,"28,329",1st,Petrol,"5,92,799","13,186/month",Zero downpayment
84,Hyundai Elite i20,Hyundai,SPORTZ (O) 1.2 ,2015,Manual,"33,677",1st,Petrol,"5,12,999","11,411/month",Zero downpayment
85,Maruti Swift,Maruti,VXI ,2019,Manual,"4,954",1st,Petrol,"5,63,799","12,541/month",Zero downpayment
86,Hyundai Elite i20,Hyundai,STA 1.2 ,2015,Manual,"67,254",1st,Petrol,"4,89,599","10,891/month",Zero downpayment
87,Hyundai i20,Hyundai,SPORTZ 1.2 VTVT ,2014,Manual,"32,741",1st,Petrol,"4,23,299","9,416/month",Zero downpayment
88,Hyundai Grand i10,Hyundai,GNA 1.2 VTVT ,2013,Manual,"50,310",1st,Petrol,"3,35,699","7,467/month",Zero downpayment
89,Renault Kwid,Renault,RXL ,2019,Manual,498,1st,Petrol,"3,90,199","8,680/month",Zero downpayment
90,Maruti Alto 800,Maruti,LXI ,2013,Manual,"40,771",2nd,Petrol,"2,29,299","5,101/month",Zero downpayment
