,cars_name,cars_brand,model,model_year,car_type,kms,owner,gasoliene_type,price,emi_per_month,zero_downpayment
386,Maruti Alto 800,Maruti,LXI ,2018,Manual,"34,014",1st,Petrol,"28,399",305/month,Zero downpayment
387,Maruti Swift Dzire,Maruti,LDI BS IV ,2014,Manual,"80,180",1st,Diesel,"63,499",086/month,Zero downpayment
388,Maruti Ertiga,Maruti,ZDI ,2014,Manual,"35,605",1st,Diesel,"74,699",",784/month",Zero downpayment
389,Maruti Alto 800,Maruti,LXI ,2018,Manual,"15,498",2nd,Petrol,"26,899",272/month,Zero downpayment
390,Maruti Alto K10,Maruti,VXI ,2017,Manual,"12,221",2nd,Petrol,"55,899",917/month,Zero downpayment
391,Maruti Alto K10,Maruti,VXI ,2017,Manual,"17,840",1st,Petrol,"69,199",213/month,Zero downpayment
392,Maruti Alto K10,Maruti,VXI ,2018,Manual,"17,585",1st,Petrol,"93,199",746/month,Zero downpayment
393,Maruti Alto K10,Maruti,VXI ,2018,Manual,"19,205",2nd,Petrol,"76,499",375/month,Zero downpayment
394,Maruti Swift,Maruti,VDI ,2013,Manual,"23,673",1st,Diesel,"70,299",237/month,Zero downpayment
395,Maruti Alto K10,Maruti,VXI ,2018,Manual,"14,465",1st,Petrol,"99,999",898/month,Zero downpayment
396,Maruti Alto K10,Maruti,VXI ,2019,Manual,"11,920",1st,Petrol,"28,699",536/month,Zero downpayment
397,Maruti Swift,Maruti,ZDI ,2013,Manual,"70,638",1st,Diesel,"22,399",396/month,Zero downpayment
398,Maruti Alto K10,Maruti,VXI ,2018,Manual,"17,862",1st,Petrol,"07,599",067/month,Zero downpayment
399,Honda Amaze,Honda,1.5 EMT I DTEC ,2013,Manual,"47,594",1st,Diesel,"38,699",534/month,Zero downpayment
400,Maruti Ciaz,Maruti,VDI (O) SHVS HYBIRD ,2015,Manual,"1,22,279",1st,Diesel,"09,199",",327/month",Zero downpayment
401,Maruti Swift,Maruti,VDI ABS ,2014,Manual,"49,216",2nd,Diesel,"10,999",142/month,Zero downpayment
402,Maruti IGNIS,Maruti,ZETA 1.2 K12 ,2017,Manual,"31,885",3rd,Petrol,"57,699",",181/month",Zero downpayment
403,Maruti Swift,Maruti,VDI ABS ,2015,Manual,"78,944",1st,Diesel,"51,899",",052/month",Zero downpayment
404,Maruti Swift,Maruti,VDI ABS ,2015,Manual,"56,789",1st,Diesel,"38,499",754/month,Zero downpayment
405,Maruti Swift Dzire,Maruti,ZDI ,2015,Manual,"13,258",1st,Diesel,"00,199",",127/month",Zero downpayment
406,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2016,Manual,"44,604",1st,Petrol,"29,399",",776/month",Zero downpayment
407,Renault Duster,Renault,RXZ DIESEL 110 ,2017,Manual,"67,331",1st,Diesel,"01,899",",613/month",Zero downpayment
408,Ford Ecosport,Ford,1.5 TREND TDCI ,2013,Manual,"33,551",2nd,Diesel,"90,799",",918/month",Zero downpayment
409,Maruti Celerio,Maruti,ZXI OPT ,2018,Manual,"27,816",1st,Petrol,"94,399",",998/month",Zero downpayment
410,Maruti Alto K10,Maruti,VXI ,2016,Manual,"64,348",1st,Petrol,"07,399",838/month,Zero downpayment
411,Ford Ecosport,Ford,1.5 TREND TI VCT ,2019,Manual,"11,657",1st,Petrol,"79,599",",342/month",Zero downpayment
412,Maruti Alto 800,Maruti,LXI ,2016,Manual,"21,423",2nd,Petrol,"94,199",544/month,Zero downpayment
413,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2018,Manual,"8,695",1st,Petrol,"90,699",",140/month",Zero downpayment
414,Maruti Alto K10,Maruti,VXI ,2014,Manual,"40,562",1st,Petrol,"87,299",391/month,Zero downpayment
415,Ford Ecosport,Ford,1.5 TITANIUM TI VCT ,2019,Manual,"14,096",1st,Petrol,"60,999",",152/month",Zero downpayment
416,Renault Kwid,Renault,RXL ,2019,Manual,"20,738",2nd,Petrol,"59,799",004/month,Zero downpayment
417,Hyundai i20 Active,Hyundai,1.4 SX ,2015,Manual,"82,705",1st,Diesel,"31,099",",814/month",Zero downpayment
418,Hyundai Creta,Hyundai,1.6 CRDI SX PLUS AUTO ,2015,Automatic,"72,344",2nd,Diesel,"69,999",",353/month",Zero downpayment
419,Toyota Glanza,Toyota,G MT PETROL ,2020,Manual,"24,582",2nd,Petrol,"70,499",",915/month",Zero downpayment
420,Tata Tiago,Tata,XZ 1.2 REVOTRON ,2019,Manual,"19,172",1st,Petrol,"14,499",",445/month",Zero downpayment
421,Hyundai Elite i20,Hyundai,SPORTZ 1.4 ,2017,Manual,"46,920",1st,Diesel,"14,299",",665/month",Zero downpayment
422,Hyundai i20,Hyundai,SPORTZ 1.4 CRDI ,2014,Manual,"46,555",1st,Diesel,"03,799",982/month,Zero downpayment
423,Ford Ecosport,Ford,1.5 TDCI TITANIUM PLUS ,2016,Manual,"88,980",1st,Diesel,"94,599",",227/month",Zero downpayment
424,Ford Ecosport,Ford,1.5TITANIUM TDCI ,2016,Manual,"90,171",1st,Diesel,"83,999",",991/month",Zero downpayment
425,Renault Kwid,Renault,RXL ,2019,Manual,"10,060",1st,Petrol,"12,999",187/month,Zero downpayment
426,MG HECTOR,MG,SHARP DCT PETROL ,2019,,"7,748",1st,Petrol,",12,799",",325/month",Zero downpayment
427,Hyundai i10,Hyundai,GNA 1.1 IRDE2 ,2014,Manual,"36,579",1st,Petrol,"10,899",916/month,Zero downpayment
428,Maruti Alto K10,Maruti,VXI ,2019,Manual,"22,096",1st,Petrol,"07,599",067/month,Zero downpayment
429,Honda Jazz,Honda,1.2 V AT ,2017,Automatic,"26,995",1st,Petrol,"52,899",",523/month",Zero downpayment
430,Hyundai Grand i10,Hyundai,GNA 1.1 CRDI ,2013,Manual,"63,184",1st,Diesel,"90,199",455/month,Zero downpayment
431,Hyundai Grand i10,Hyundai,Prime 1.2 ,2016,Manual,"38,664",2nd,Petrol,"86,199",591/month,Zero downpayment
432,Hyundai Grand i10,Hyundai,GNA 1.1 CRDI ,2015,Manual,"24,450",1st,Diesel,"76,199",368/month,Zero downpayment
433,Hyundai Grand i10,Hyundai,SPORTS 1.2 VTVT ,2016,Manual,"24,984",1st,Petrol,"54,199",",103/month",Zero downpayment
434,Maruti Swift,Maruti,VDI ABS ,2015,Manual,"56,552",1st,Diesel,"78,199",",637/month",Zero downpayment
435,Maruti Swift,Maruti,VDI ABS ,2015,Manual,"89,196",1st,Diesel,"14,499",220/month,Zero downpayment
436,Maruti Swift Dzire,Maruti,VDI BS IV ,2014,Manual,"96,978",1st,Diesel,"24,499",443/month,Zero downpayment
437,Maruti Swift,Maruti,VDI ABS ,2015,Manual,"44,638",1st,Diesel,"32,499",621/month,Zero downpayment
438,Maruti Alto K10,Maruti,VXI ,2019,Manual,"10,395",1st,Petrol,"28,699",536/month,Zero downpayment
439,Hyundai i20,Hyundai,SPORTZ 1.4 CRDI ,2013,Manual,"64,361",1st,Diesel,"64,899",117/month,Zero downpayment
440,Mahindra Scorpio,Mahindra,S6 PLUS ,2015,Manual,"27,418",1st,Diesel,"73,199",",424/month",Zero downpayment
441,Maruti Swift,Maruti,VXI ,2014,Manual,"1,07,206",1st,Petrol,"01,699",936/month,Zero downpayment
442,Hyundai i20,Hyundai,GNA O 1.2 ,2011,Manual,"29,273",1st,Petrol,"01,799",713/month,Zero downpayment
443,Maruti Wagon R 1.0,Maruti,VXI ,2018,Manual,"11,773",1st,Petrol,"65,899",",364/month",Zero downpayment
444,Hyundai Elite i20,Hyundai,GNA 1.4 CRDI ,2015,Manual,"59,041",1st,Diesel,"84,199",",771/month",Zero downpayment
445,Hyundai Grand i10,Hyundai,SPORTS 1.2 VTVT ,2017,Manual,"35,134",1st,Petrol,"01,699",",160/month",Zero downpayment
446,Maruti Ciaz,Maruti,VDI PLUS ,2014,Manual,"93,428",1st,Diesel,"00,299",",129/month",Zero downpayment
447,Maruti Vitara Brezza,Maruti,VDI ,2018,Manual,"1,12,703",1st,Diesel,"58,599",",650/month",Zero downpayment
448,Hyundai NEW SANTRO,Hyundai,SPORTZ 1.1 ,2019,Manual,"5,503",1st,Petrol,"16,799",",496/month",Zero downpayment
449,Hyundai Elite i20,Hyundai,SPORTZ 1.4 ,2015,Manual,"66,356",2nd,Diesel,"79,299",",662/month",Zero downpayment
450,Maruti Baleno,Maruti,ZETA 1.2 K12 ,2016,Manual,"58,151",1st,Petrol,"33,899",",876/month",Zero downpayment
451,Hyundai New Elantra,Hyundai,S 1.6 MT ,2014,Manual,"53,444",1st,Diesel,"83,999",",991/month",Zero downpayment
452,Mahindra Scorpio,Mahindra,S4PLUS ,2016,Manual,"51,588",1st,Diesel,"75,899",",484/month",Zero downpayment
453,Hyundai Creta,Hyundai,1.4 E PLUS CRDI ,2017,Manual,"77,578",1st,Diesel,"67,799",",304/month",Zero downpayment
454,Mahindra Scorpio,Mahindra,S4 ,2014,Manual,"63,632",1st,Diesel,"94,299",",444/month",Zero downpayment
455,Nissan Terrano,Nissan,XV 110 DIESEL ,2014,Manual,"43,866",1st,Diesel,"76,199",",593/month",Zero downpayment
456,Hyundai VENUE,Hyundai,1.0 TURBO GDI SX+ AT ,2019,Automatic,"9,293",1st,Petrol,",62,399",",632/month",Zero downpayment
457,Toyota Innova,Toyota,2.5 VX 8 STR BS IV ,2014,Manual,"82,096",1st,Diesel,"95,899",",153/month",Zero downpayment
458,BMW X3,BMW,XDRIVE 20D ,2013,Automatic,"69,697",2nd,Diesel,",57,499",",972/month",Zero downpayment
459,Hyundai Tucson New,Hyundai,2WD AT GL DIESEL ,2018,Automatic,"58,368",1st,Diesel,",58,299",",664/month",Zero downpayment
460,Hyundai Tucson New,Hyundai,2WD AT GL DIESEL ,2018,Automatic,"29,618",1st,Diesel,",55,899",",283/month",Zero downpayment
461,Hyundai Creta,Hyundai,1.4 E PLUS CRDI ,2017,,"74,110",1st,Diesel,"07,499",",962/month",Zero downpayment
462,Mercedes Benz E Class,Mercedes,E 250 CDI AVANTGARDE ,2013,Automatic,"41,294",2nd,Diesel,",34,799",",141/month",Zero downpayment
463,Mahindra Scorpio,Mahindra,SLE BS IV ,2014,Manual,"45,347",3rd,Diesel,"26,099",",703/month",Zero downpayment
464,Mahindra TUV300,Mahindra,T8 ,2017,Manual,"37,328",1st,Diesel,"68,499",",870/month",Zero downpayment
465,Toyota Innova Crysta,Toyota,Touring Sport Diesel AT ,2017,Automatic,"85,295",1st,Diesel,",71,699",",737/month",Zero downpayment
466,BMW X1,BMW,SDRIVE 20D ,2017,Automatic,"47,517",1st,Diesel,",15,799",",616/month",Zero downpayment
467,Maruti S Cross,Maruti,LPHA 1.6 ,2016,Manual,"1,17,629",1st,Diesel,"46,099",",148/month",Zero downpayment
468,Ford Endeavour,Ford,2.2l 4X4 MT Trend ,2016,Manual,"76,693",2nd,Diesel,",96,699",",742/month",Zero downpayment
469,Mahindra Scorpio,Mahindra,S10 ,2016,Manual,"46,876",1st,Diesel,",57,499",",748/month",Zero downpayment
470,Honda WR-V,Honda,1.2 i-VTEC VX MT ,2017,Manual,"16,683",1st,Petrol,"61,299",",935/month",Zero downpayment
471,BMW 3 Series,BMW,320D ,2015,Automatic,"34,232",2nd,Diesel,",80,099",",148/month",Zero downpayment
472,Maruti New  Wagon-R,Maruti,LXI 1.0 L ,2019,Manual,"1,991",1st,Petrol,"95,699",",027/month",Zero downpayment
473,Maruti Celerio X,Maruti,ZXI OPT AMT ,2018,Automatic,"46,829",1st,Petrol,"76,599",",602/month",Zero downpayment
474,Mercedes Benz C Class,Mercedes,200 CGI AVANTGARDE ,2011,Automatic,"75,757",2nd,Petrol,"35,899",",819/month",Zero downpayment
475,Renault Kwid,Renault,RXT ,2016,Manual,"20,843",2nd,Petrol,"98,099",631/month,Zero downpayment
476,Skoda Rapid,Skoda,CTIVE 1.0 TSI ,2020,Manual,"9,264",1st,Petrol,"13,699",",100/month",Zero downpayment
477,Ford New Figo,Ford,1.2 TREND ,2015,Manual,"54,011",2nd,Petrol,"49,699",779/month,Zero downpayment
