,cars_name,cars_brand,model,model_year,car_type,kms,owner,gasoliene_type,price,emi_per_month,zero_downpayment,city,state
3250,Honda City,Honda,V MT PETROL ,2018,Manual,"18,363",1st,Petrol,"9,21,599","20,500/month",Zero downpayment,Mumbai,Maharashtra
3251,Hyundai i10,Hyundai,GNA 1.1 IRDE2 ,2013,Manual,"40,284",2nd,Petrol,"2,98,499","6,640/month",Zero downpayment,Mumbai,Maharashtra
3252,Hyundai Elite i20,Hyundai,STA 1.2 ,2017,Manual,"47,676",1st,Petrol,"6,93,499","15,427/month",Zero downpayment,Mumbai,Maharashtra
3253,Hyundai i20,Hyundai,GNA O 1.2 ,2011,Manual,"42,046",1st,Petrol,"3,24,799","7,225/month",Zero downpayment,Mumbai,Maharashtra
3254,Ford Ecosport,Ford,1.5 TITANIUM TI VCT ,2017,Manual,"22,682",1st,Petrol,"7,85,599","17,475/month",Zero downpayment,Mumbai,Maharashtra
3255,Volkswagen Polo,Volkswagen,GT TSI 1.2 PETROL AT ,2017,Automatic,"40,500",1st,Petrol,"7,38,699","16,432/month",Zero downpayment,Mumbai,Maharashtra
3256,Honda Amaze,Honda,1.2 V CVT I VTEC ,2019,Automatic,"12,829",1st,Petrol,"8,15,099","18,131/month",Zero downpayment,Mumbai,Maharashtra
3257,Hyundai Elite i20,Hyundai,SPORTZ 1.2 ,2017,Manual,"25,400",2nd,Petrol,"6,10,899","13,589/month",Zero downpayment,Mumbai,Maharashtra
3258,Hyundai Creta,Hyundai,1.6 SX AT CRDI ,2020,Automatic,"25,507",1st,Diesel,"20,38,499","45,345/month",Zero downpayment,Mumbai,Maharashtra
3259,MG HECTOR,MG,SHARP 2.0 DIESEL ,2019,,"28,478",2nd,Diesel,"17,06,399","37,958/month",Zero downpayment,Mumbai,Maharashtra
3260,Maruti S Cross,Maruti,ZETA SHVS ,2019,Manual,"20,577",1st,Diesel,"11,77,399","26,191/month",Zero downpayment,Mumbai,Maharashtra
3261,Maruti Baleno,Maruti,LPHA 1.2 K12 ,2017,Manual,"69,269",1st,Petrol,"6,09,599","13,560/month",Zero downpayment,Mumbai,Maharashtra
3262,Datsun Redi Go,Datsun,T (O) ,2021,Manual,144,1st,Petrol,"5,08,499","11,311/month",Zero downpayment,Mumbai,Maharashtra
3263,Hyundai Elite i20,Hyundai,SPORTZ 1.2 ,2017,Manual,"26,359",1st,Petrol,"6,26,399","13,934/month",Zero downpayment,Mumbai,Maharashtra
3264,Hyundai Elite i20,Hyundai,STA 1.2 ,2017,Manual,"35,112",1st,Petrol,"6,76,199","15,042/month",Zero downpayment,Mumbai,Maharashtra
3265,Honda City,Honda,ZX CVT ,2018,Automatic,"48,062",1st,Petrol,"11,22,299","24,965/month",Zero downpayment,Mumbai,Maharashtra
3266,Hyundai Verna,Hyundai,1.6 SX VTVT AT (O) ,2018,Automatic,"60,424",1st,Petrol,"10,80,399","24,033/month",Zero downpayment,Mumbai,Maharashtra
3267,Hyundai Elite i20,Hyundai,SPORTZ 1.2 ,2017,Manual,"25,814",1st,Petrol,"6,14,399","13,667/month",Zero downpayment,Mumbai,Maharashtra
3268,Renault Kwid,Renault,RXT ,2018,Manual,"13,943",2nd,Petrol,"3,37,399","7,505/month",Zero downpayment,Mumbai,Maharashtra
3269,Honda City,Honda,ZX MT PETROL ,2019,Manual,"10,806",1st,Petrol,"10,95,199","24,362/month",Zero downpayment,Mumbai,Maharashtra
3270,Renault Kwid,Renault,CLIMBER 1.0 AT ,2017,Automatic,"19,320",1st,Petrol,"3,85,399","8,573/month",Zero downpayment,Mumbai,Maharashtra
3271,Ford Ecosport,Ford,1.5 TDCI TITANIUM PLUS ,2018,Manual,"50,828",1st,Diesel,"8,77,299","19,515/month",Zero downpayment,Mumbai,Maharashtra
3272,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2017,Manual,"28,026",1st,Petrol,"6,14,899","13,678/month",Zero downpayment,Mumbai,Maharashtra
3273,Volkswagen Polo,Volkswagen,GT TSI 1.2 PETROL AT ,2015,Automatic,"94,303",1st,Petrol,"5,47,899","12,188/month",Zero downpayment,Mumbai,Maharashtra
3274,Volkswagen Polo,Volkswagen,GT TSI AT 1.0 ,2020,,"3,112",1st,Petrol,"10,58,499","23,546/month",Zero downpayment,Mumbai,Maharashtra
3275,Maruti Swift,Maruti,VXI AMT ,2019,Automatic,"15,890",1st,Petrol,"6,65,599","14,806/month",Zero downpayment,Mumbai,Maharashtra
3276,Maruti Wagon R 1.0,Maruti,LXI ,2014,Manual,"55,353",2nd,Petrol,"3,24,999","7,229/month",Zero downpayment,Mumbai,Maharashtra
3277,BMW 5 Series,BMW,520D 2.0 ,2013,Automatic,"93,457",2nd,Diesel,"13,76,799","30,626/month",Zero downpayment,Mumbai,Maharashtra
3278,Hyundai Grand i10,Hyundai,SPORTS 1.2 VTVT ,2016,Manual,"59,532",1st,Petrol,"4,49,499","9,999/month",Zero downpayment,Mumbai,Maharashtra
3279,Hyundai Grand i10,Hyundai,gna 1.2 AT  VTVT ,2016,Automatic,"53,486",2nd,Petrol,"4,42,199","9,836/month",Zero downpayment,Mumbai,Maharashtra
3280,Maruti Dzire,Maruti,VXI ,2019,Manual,"27,268",1st,Petrol,"7,07,299","15,733/month",Zero downpayment,Mumbai,Maharashtra
3281,Tata Tiago,Tata,XZA 1.2 REVOTRON ,2018,Automatic,"32,064",1st,Petrol,"5,64,999","12,568/month",Zero downpayment,Mumbai,Maharashtra
3282,Maruti Swift,Maruti,VDI ABS ,2015,Manual,"35,717",1st,Diesel,"5,39,199","11,994/month",Zero downpayment,Mumbai,Maharashtra
3283,Maruti Swift Dzire,Maruti,VXI 1.2 BS IV ,2014,Manual,"66,552",1st,Petrol,"4,47,599","9,957/month",Zero downpayment,Mumbai,Maharashtra
3284,Hyundai i20,Hyundai,SPORTZ 1.2 VTVT ,2012,Manual,"38,908",1st,Petrol,"4,14,199","9,214/month",Zero downpayment,Mumbai,Maharashtra
3285,Toyota Etios Liva,Toyota,D-4D VXD ,2016,Manual,"62,324",1st,Diesel,"5,62,899","12,521/month",Zero downpayment,Mumbai,Maharashtra
3286,Maruti Swift,Maruti,ZDI + ,2018,Manual,"26,635",1st,Diesel,"7,71,999","17,173/month",Zero downpayment,Mumbai,Maharashtra
3287,Hyundai i20,Hyundai,STA 1.2 ,2014,Manual,"40,369",1st,Petrol,"4,69,299","10,439/month",Zero downpayment,Mumbai,Maharashtra
3288,Hyundai Eon,Hyundai,GNA PLUS ,2018,Manual,"12,881",1st,Petrol,"3,91,599","8,711/month",Zero downpayment,Mumbai,Maharashtra
3289,Maruti Celerio,Maruti,ZXI ,2019,Manual,"51,521",1st,Petrol,"4,76,499","10,599/month",Zero downpayment,Mumbai,Maharashtra
3290,Maruti Vitara Brezza,Maruti,VDI ,2019,Manual,"16,664",2nd,Diesel,"8,38,699","18,656/month",Zero downpayment,Mumbai,Maharashtra
3291,Maruti Baleno,Maruti,LPHA DDIS 190 ,2018,Manual,"53,267",1st,Diesel,"7,73,399","17,204/month",Zero downpayment,Mumbai,Maharashtra
3292,Maruti Wagon R 1.0,Maruti,VXI PLUS ,2018,Manual,"31,191",1st,Petrol,"4,48,199","9,970/month",Zero downpayment,Mumbai,Maharashtra
3293,Hyundai i10,Hyundai,STA 1.2 AT KAPPA2 WITH SUNROOF ,2013,Automatic,"31,550",1st,Petrol,"4,38,299","9,750/month",Zero downpayment,Mumbai,Maharashtra
3294,Maruti Alto K10,Maruti,VXI OPT ,2018,Manual,"58,970",1st,Petrol,"3,47,099","7,721/month",Zero downpayment,Mumbai,Maharashtra
3295,Maruti Swift Dzire,Maruti,VDI BS IV ,2012,Manual,"1,33,745",1st,Diesel,"4,64,499","10,333/month",Zero downpayment,Mumbai,Maharashtra
3296,Maruti Baleno,Maruti,ZETA 1.2 K12 ,2019,Manual,"19,383",2nd,Petrol,"7,09,999","15,794/month",Zero downpayment,Mumbai,Maharashtra
3297,Maruti S PRESSO,Maruti,VXI PLUS ,2021,Manual,"3,509",1st,Petrol,"5,08,799","11,318/month",Zero downpayment,Mumbai,Maharashtra
3298,Honda Jazz,Honda,1.2 V AT ,2017,Automatic,"11,216",1st,Petrol,"6,78,399","15,091/month",Zero downpayment,Mumbai,Maharashtra
3299,Jeep Compass,Jeep,1.4 LIMITED PLUS AT ,2019,Automatic,"30,583",2nd,Petrol,"18,00,699","40,056/month",Zero downpayment,Mumbai,Maharashtra
3300,Hyundai Grand i10,Hyundai,SPORTS 1.2 VTVT ,2016,Manual,"23,600",3rd,Petrol,"4,49,999","10,010/month",Zero downpayment,Mumbai,Maharashtra
3301,Maruti Vitara Brezza,Maruti,ZDI PLUS ,2019,Manual,"49,511",1st,Diesel,"10,24,399","22,787/month",Zero downpayment,Mumbai,Maharashtra
3302,Hyundai Grand i10,Hyundai,1.2 ASTA (O) AT ,2016,Automatic,"8,632",1st,Petrol,"5,22,999","11,634/month",Zero downpayment,Mumbai,Maharashtra
3303,Maruti Wagon R 1.0,Maruti,VXI ,2017,Manual,"24,813",1st,Petrol,"4,56,499","10,155/month",Zero downpayment,Mumbai,Maharashtra
3304,Maruti Alto 800,Maruti,VXI ,2018,Manual,"41,230",1st,Petrol,"3,23,199","7,189/month",Zero downpayment,Mumbai,Maharashtra
3305,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT ,2016,Manual,"28,828",1st,Petrol,"5,07,499","11,289/month",Zero downpayment,Mumbai,Maharashtra
3306,Hyundai i20,Hyundai,STA 1.2 O ,2014,Manual,"40,459",3rd,Petrol,"4,29,599","9,556/month",Zero downpayment,Mumbai,Maharashtra
3307,Hyundai i20,Hyundai,GNA O 1.2 ,2013,Manual,"34,387",1st,Petrol,"3,91,399","8,706/month",Zero downpayment,Mumbai,Maharashtra
3308,Hyundai Grand i10,Hyundai,gna 1.2 AT  VTVT ,2016,Automatic,"16,786",1st,Petrol,"5,30,899","11,810/month",Zero downpayment,Mumbai,Maharashtra
3309,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT ,2016,Manual,"32,627",1st,Petrol,"4,94,399","10,998/month",Zero downpayment,Mumbai,Maharashtra
3310,Renault Kwid,Renault,RXT 1.0 EASY-R AT OPTION ,2019,Automatic,"3,439",1st,Petrol,"5,04,599","11,225/month",Zero downpayment,Mumbai,Maharashtra
3311,Maruti Wagon R 1.0,Maruti,VXI ,2015,Manual,"26,356",1st,Petrol,"3,67,499","8,175/month",Zero downpayment,Mumbai,Maharashtra
3312,Renault Kwid,Renault,RXT 1.0 EASY-R AT OPTION ,2019,Automatic,"13,373",1st,Petrol,"4,92,399","10,953/month",Zero downpayment,Mumbai,Maharashtra
3313,Maruti IGNIS,Maruti,DELTA 1.2 K12 AMT ,2019,Automatic,"14,751",1st,Petrol,"6,07,499","13,513/month",Zero downpayment,Mumbai,Maharashtra
3314,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT ,2016,Manual,"21,555",1st,Petrol,"4,86,199","10,815/month",Zero downpayment,Mumbai,Maharashtra
3315,Hyundai Grand i10,Hyundai,SPORTZ (O) 1.2 AT VTVT ,2017,Automatic,"9,365",1st,Petrol,"6,02,199","13,396/month",Zero downpayment,Mumbai,Maharashtra
3316,Hyundai Grand i10,Hyundai,STA 1.2 CRDI ,2017,Manual,"13,148",1st,Diesel,"6,80,599","15,140/month",Zero downpayment,Mumbai,Maharashtra
3317,Hyundai Grand i10,Hyundai,STA 1.2 (O) VTVT ,2016,Manual,"27,727",1st,Petrol,"4,70,699","10,470/month",Zero downpayment,Mumbai,Maharashtra
3318,Hyundai i20,Hyundai,STA 1.2 ,2013,Manual,"41,048",2nd,Petrol,"4,12,299","9,171/month",Zero downpayment,Mumbai,Maharashtra
3319,Maruti Wagon R 1.0,Maruti,VXI ,2017,Manual,"22,454",1st,Petrol,"4,42,699","9,848/month",Zero downpayment,Mumbai,Maharashtra
3320,Hyundai Grand i10,Hyundai,SPORTS 1.2 VTVT ,2015,Manual,"30,849",1st,Petrol,"4,52,199","10,059/month",Zero downpayment,Mumbai,Maharashtra
3321,Maruti Alto 800,Maruti,LXI ,2017,Manual,"19,863",1st,Petrol,"3,25,099","7,232/month",Zero downpayment,Mumbai,Maharashtra
3322,Maruti Wagon R 1.0,Maruti,LXI ,2013,Manual,"39,630",1st,Petrol,"3,45,699","7,690/month",Zero downpayment,Mumbai,Maharashtra
3323,Maruti Celerio,Maruti,ZXI OPT ,2018,Manual,"6,149",1st,Petrol,"5,34,799","11,896/month",Zero downpayment,Mumbai,Maharashtra
3324,Maruti Wagon R 1.0,Maruti,VXI ,2014,Manual,"19,157",1st,Petrol,"4,05,099","9,011/month",Zero downpayment,Mumbai,Maharashtra
3325,Volkswagen Ameo,Volkswagen,HIGHLINE 1.2 ,2016,Manual,"30,248",1st,Petrol,"5,01,799","11,162/month",Zero downpayment,Mumbai,Maharashtra
3326,Maruti Wagon R 1.0,Maruti,VXI AMT ,2016,Automatic,"61,774",1st,Petrol,"3,74,499","8,331/month",Zero downpayment,Mumbai,Maharashtra
3327,Maruti Baleno,Maruti,LPHA DDIS 190 ,2016,Manual,"45,702",1st,Diesel,"6,47,799","14,410/month",Zero downpayment,Mumbai,Maharashtra
3328,Maruti Baleno,Maruti,ZETA 1.2 K12 CVT ,2016,Automatic,"5,318",1st,Petrol,"7,41,599","16,496/month",Zero downpayment,Mumbai,Maharashtra
3329,Tata Hexa,Tata,Varicor 400 XT ,2018,Manual,"91,763",1st,Diesel,"11,63,499","25,881/month",Zero downpayment,Mumbai,Maharashtra
3330,Honda City,Honda,SV MT PETROL ,2014,Manual,"57,968",1st,Petrol,"5,38,899","11,988/month",Zero downpayment,Mumbai,Maharashtra
3331,Toyota Innova Crysta,Toyota,2.4 VX 7 STR ,2018,Manual,"38,389",1st,Diesel,"18,14,599","40,365/month",Zero downpayment,Mumbai,Maharashtra
3332,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2018,Manual,"21,047",1st,Petrol,"6,60,599","14,695/month",Zero downpayment,Mumbai,Maharashtra
3333,Datsun Redi Go,Datsun,1.0 S AT ,2018,Automatic,"14,778",1st,Petrol,"3,69,499","8,219/month",Zero downpayment,Mumbai,Maharashtra
3334,Honda Civic,Honda,1.8V AT ,2019,Automatic,"8,492",1st,Petrol,"15,07,799","33,540/month",Zero downpayment,Mumbai,Maharashtra
3335,Hyundai Creta,Hyundai,1.4 E PLUS CRDI ,2019,Manual,"61,173",2nd,Diesel,"9,80,899","21,820/month",Zero downpayment,Mumbai,Maharashtra
3336,Renault Kwid,Renault,RXL ,2019,Manual,"12,909",1st,Petrol,"3,84,599","8,555/month",Zero downpayment,Mumbai,Maharashtra
3337,Maruti Celerio,Maruti,ZXI AMT ,2020,Automatic,"3,799",1st,Petrol,"6,21,199","13,818/month",Zero downpayment,Mumbai,Maharashtra
3338,Skoda Superb,Skoda,1.8 TSI STYLE AT ,2018,Automatic,"20,330",1st,Petrol,"21,49,799","47,821/month",Zero downpayment,Mumbai,Maharashtra
3339,Hyundai VENUE,Hyundai,1.0 TURBO GDI SX+ AT ,2021,Automatic,"1,340",1st,Petrol,"13,05,399","29,038/month",Zero downpayment,Mumbai,Maharashtra
3340,Honda Amaze,Honda,1.2 SMT I VTEC ,2019,Manual,"8,771",1st,Petrol,"6,57,199","14,619/month",Zero downpayment,Mumbai,Maharashtra
3341,Maruti Zen Estilo,Maruti,LXI ,2007,Manual,"76,609",3rd,Petrol,"1,20,399","2,678/month",Zero downpayment,Mumbai,Maharashtra
3342,Skoda Rapid,Skoda,1.6 MPI MT ACTIVE ,2019,Manual,"12,218",1st,Petrol,"7,28,899","16,214/month",Zero downpayment,Mumbai,Maharashtra
3343,Maruti Swift,Maruti,VXI ,2015,Manual,"28,123",2nd,Petrol,"4,35,899","9,696/month",Zero downpayment,Mumbai,Maharashtra
3344,Hyundai i20,Hyundai,GNA 1.2 VTVT ,2009,Manual,"23,345",1st,Petrol,"2,43,299","5,412/month",Zero downpayment,Mumbai,Maharashtra
3345,Hyundai i20,Hyundai,GNA O 1.2 ,2010,Manual,"30,058",1st,Petrol,"2,62,499","5,839/month",Zero downpayment,Mumbai,Maharashtra
3346,Volkswagen Polo,Volkswagen,COMFORTLINE 1.2L PETROL ,2011,Manual,"42,700",2nd,Petrol,"3,25,399","7,238/month",Zero downpayment,Mumbai,Maharashtra
3347,Tata NEXON,Tata,XM 1.5 ,2018,Manual,"96,906",1st,Diesel,"7,17,499","15,960/month",Zero downpayment,Mumbai,Maharashtra
3348,Maruti S Cross,Maruti,ZETA 1.3 ,2017,Manual,"26,334",1st,Diesel,"7,99,899","17,793/month",Zero downpayment,Mumbai,Maharashtra
3349,Hyundai Creta,Hyundai,1.6 SX PLUS AUTO PETROL ,2016,Automatic,"11,262",1st,Petrol,"10,71,399","23,833/month",Zero downpayment,Mumbai,Maharashtra
3350,Maruti Vitara Brezza,Maruti,ZDI ,2016,Manual,"67,227",1st,Diesel,"7,43,199","16,532/month",Zero downpayment,Mumbai,Maharashtra
3351,Maruti Ciaz,Maruti,VXI PLUS ,2015,Manual,"51,925",1st,Petrol,"5,54,699","12,339/month",Zero downpayment,Mumbai,Maharashtra
3352,Ford Ecosport,Ford,1.5TITANIUM TDCI ,2013,Manual,"83,574",2nd,Diesel,"5,17,299","11,507/month",Zero downpayment,Mumbai,Maharashtra
3353,Hyundai Grand i10,Hyundai,SPORTS 1.2 VTVT ,2014,Manual,"42,967",2nd,Petrol,"3,87,999","8,631/month",Zero downpayment,Mumbai,Maharashtra
3354,Honda Jazz,Honda,1.2 V AT ,2016,Automatic,"55,251",1st,Petrol,"5,86,999","13,057/month",Zero downpayment,Mumbai,Maharashtra
3355,Hyundai Elite i20,Hyundai,gna Executive 1.2 ,2017,Manual,"40,991",1st,Petrol,"5,47,199","12,172/month",Zero downpayment,Mumbai,Maharashtra
3356,Honda Jazz,Honda,VX  1.2 ,2016,Manual,"34,461",1st,Petrol,"5,55,299","12,352/month",Zero downpayment,Mumbai,Maharashtra
3357,Toyota Innova,Toyota,2.5 GX 8 STR BS IV ,2013,Manual,"1,77,672",2nd,Diesel,"8,08,999","17,996/month",Zero downpayment,Mumbai,Maharashtra
3358,Hyundai Grand i10,Hyundai,SPORTS 1.2 VTVT ,2014,Manual,"57,668",2nd,Petrol,"4,09,799","9,116/month",Zero downpayment,Mumbai,Maharashtra
3359,Volkswagen Polo,Volkswagen,GT TSI 1.2 PETROL AT ,2014,Automatic,"24,798",1st,Petrol,"5,98,599","13,316/month",Zero downpayment,Mumbai,Maharashtra
3360,BMW 3 Series,BMW,320D SPORTLINE ,2014,Automatic,"76,122",1st,Diesel,"14,73,799","32,784/month",Zero downpayment,Mumbai,Maharashtra
3361,Hyundai Elite i20,Hyundai,STA 1.2 (O) ,2016,Manual,"44,467",1st,Petrol,"6,04,099","13,438/month",Zero downpayment,Mumbai,Maharashtra
3362,Tata TIGOR,Tata,XZ PLUS 1.2 REVOTRON ,2019,Manual,"34,037",1st,Petrol,"5,69,099","12,659/month",Zero downpayment,Mumbai,Maharashtra
3363,Hyundai Verna,Hyundai,1.6 SX VTVT AT (O) ,2018,Automatic,"15,610",1st,Petrol,"11,63,899","25,890/month",Zero downpayment,Mumbai,Maharashtra
3364,Maruti Ertiga,Maruti,ZXI SMART HYBRID AT ,2019,Automatic,"18,528",2nd,Petrol,"10,91,599","24,282/month",Zero downpayment,Mumbai,Maharashtra
3365,Honda City,Honda,V CVT ,2017,Automatic,"22,687",1st,Petrol,"8,85,799","19,704/month",Zero downpayment,Mumbai,Maharashtra
3366,Maruti S PRESSO,Maruti,VXI PLUS AGS ,2020,Automatic,"6,794",2nd,Petrol,"4,72,899","10,519/month",Zero downpayment,Mumbai,Maharashtra
3367,Volkswagen Polo,Volkswagen,HIGHLINE1.2L PETROL ,2016,Manual,"30,243",1st,Petrol,"4,66,799","10,384/month",Zero downpayment,Mumbai,Maharashtra
3368,Ford Ecosport,Ford,1.5 TITANIUM PLUS TI VCT AT ,2017,Automatic,"32,190",1st,Petrol,"9,54,099","21,223/month",Zero downpayment,Mumbai,Maharashtra
3369,Maruti IGNIS,Maruti,SIGMA 1.2 K12 ,2021,Manual,543,1st,Petrol,"5,23,199","11,638/month",Zero downpayment,Mumbai,Maharashtra
3370,Maruti S PRESSO,Maruti,VXI PLUS ,2019,Manual,"61,379",1st,Petrol,"4,45,199","9,903/month",Zero downpayment,Mumbai,Maharashtra
3371,Maruti Swift,Maruti,VXI ,2012,Manual,"36,656",1st,Petrol,"3,85,199","8,569/month",Zero downpayment,Mumbai,Maharashtra
3372,Maruti Swift Dzire,Maruti,VXI 1.2 BS IV ,2014,Manual,"20,959",1st,Petrol,"4,47,599","9,957/month",Zero downpayment,Mumbai,Maharashtra
3373,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2017,Manual,"8,136",1st,Petrol,"6,05,599","13,471/month",Zero downpayment,Mumbai,Maharashtra
3374,Hyundai i20,Hyundai,STA 1.2 ,2014,Manual,"9,015",2nd,Petrol,"4,66,199","10,370/month",Zero downpayment,Mumbai,Maharashtra
3375,Maruti Swift,Maruti,ZXI AMT ,2019,Automatic,"2,823",1st,Petrol,"7,14,499","15,894/month",Zero downpayment,Mumbai,Maharashtra
3376,Maruti Vitara Brezza,Maruti,VDI ,2019,Manual,"44,471",1st,Diesel,"8,38,699","18,656/month",Zero downpayment,Mumbai,Maharashtra
3377,Maruti Swift Dzire,Maruti,VDI BS IV ,2012,Manual,"50,082",1st,Diesel,"4,64,499","10,333/month",Zero downpayment,Mumbai,Maharashtra
3378,Hyundai Grand i10,Hyundai,GNA 1.2 KAPPA VTVT ,2018,Manual,"22,622",1st,Petrol,"5,07,299","11,285/month",Zero downpayment,Mumbai,Maharashtra
3379,Maruti Wagon R 1.0,Maruti,VXI AMT ,2018,Automatic,"38,068",1st,Petrol,"4,45,399","9,908/month",Zero downpayment,Mumbai,Maharashtra
3380,Maruti Swift,Maruti,ZDI ,2014,Manual,"1,43,871",1st,Diesel,"4,48,699","9,981/month",Zero downpayment,Mumbai,Maharashtra
3381,Hyundai i10,Hyundai,SPORTZ 1.2 KAPPA2 ,2012,Manual,"43,631",1st,Petrol,"3,16,599","7,043/month",Zero downpayment,Mumbai,Maharashtra
3382,Maruti S PRESSO,Maruti,VXI PLUS ,2021,Manual,"5,621",1st,Petrol,"5,12,399","11,398/month",Zero downpayment,Mumbai,Maharashtra
3383,Maruti Wagon R 1.0,Maruti,VXI ,2013,Manual,"34,053",1st,Petrol,"3,33,499","7,419/month",Zero downpayment,Mumbai,Maharashtra
3384,Hyundai Grand i10,Hyundai,STA AT 1.2 KAPPA VTVT ,2015,Automatic,"43,347",1st,Petrol,"4,85,199","10,793/month",Zero downpayment,Mumbai,Maharashtra
3385,Maruti Celerio,Maruti,VXI AMT ,2016,Automatic,"29,387",1st,Petrol,"4,18,599","9,312/month",Zero downpayment,Mumbai,Maharashtra
3386,Mahindra Scorpio,Mahindra,S10 ,2015,Manual,"58,936",1st,Diesel,"8,68,799","19,326/month",Zero downpayment,Mumbai,Maharashtra
3387,Maruti Swift,Maruti,VDI ,2012,Manual,"81,690",1st,Diesel,"4,15,399","9,240/month",Zero downpayment,Mumbai,Maharashtra
3388,Hyundai Creta,Hyundai,1.6 E + VTVT ,2017,Manual,"24,663",1st,Petrol,"8,57,599","19,077/month",Zero downpayment,Mumbai,Maharashtra
3389,Maruti Ciaz,Maruti,ZDI+ ,2015,Manual,"1,02,534",1st,Diesel,"5,97,699","13,295/month",Zero downpayment,Mumbai,Maharashtra
3390,Maruti Ertiga,Maruti,ZDI PLUS SHVS ,2017,Manual,"57,767",1st,Diesel,"9,20,899","20,485/month",Zero downpayment,Mumbai,Maharashtra
3391,Ford Ecosport,Ford,1.5 TREND TI VCT ,2014,Manual,"24,887",1st,Petrol,"4,96,999","11,055/month",Zero downpayment,Mumbai,Maharashtra
3392,Maruti Dzire,Maruti,VDI AMT ,2018,Automatic,"38,211",1st,Diesel,"7,84,899","17,460/month",Zero downpayment,Mumbai,Maharashtra
3393,Honda WR-V,Honda,1.2 i-VTEC VX MT ,2018,Manual,"29,618",1st,Petrol,"7,72,499","17,184/month",Zero downpayment,Mumbai,Maharashtra
3394,Hyundai Verna,Hyundai,1.6 SX VTVT AT (O) ,2018,Automatic,"24,309",2nd,Petrol,"10,95,599","24,371/month",Zero downpayment,Mumbai,Maharashtra
3395,Toyota Innova,Toyota,2.5 GX 8 STR BS IV ,2015,Manual,"1,28,527",1st,Diesel,"9,84,499","21,900/month",Zero downpayment,Mumbai,Maharashtra
3396,Hyundai Elite i20,Hyundai,GNA 1.2 ,2016,Manual,"19,327",1st,Petrol,"5,48,699","12,206/month",Zero downpayment,Mumbai,Maharashtra
3397,Honda City,Honda,VX CVT PETROL ,2020,Automatic,"9,282",1st,Petrol,"14,25,099","31,701/month",Zero downpayment,Mumbai,Maharashtra
3398,Hyundai i20 Active,Hyundai,1.2 ,2016,Manual,"47,343",1st,Petrol,"5,78,999","12,880/month",Zero downpayment,Mumbai,Maharashtra
3399,Toyota Innova Crysta,Toyota,2.7 GX 7 STR MT ,2017,Manual,"42,637",1st,Petrol,"13,45,799","29,937/month",Zero downpayment,Mumbai,Maharashtra
3400,Hyundai i20 Active,Hyundai,1.2 SX ,2016,Manual,"22,289",2nd,Petrol,"5,86,999","13,057/month",Zero downpayment,Mumbai,Maharashtra
3401,Hyundai i20 Active,Hyundai,1.4 SX ,2015,Manual,"75,334",2nd,Diesel,"5,71,299","12,708/month",Zero downpayment,Mumbai,Maharashtra
3402,Tata Hexa,Tata,Varicor 400 XTA ,2017,Automatic,"81,612",1st,Diesel,"11,27,799","25,087/month",Zero downpayment,Mumbai,Maharashtra
3403,Maruti S Cross,Maruti,ZETA 1.3 ,2016,Manual,"69,576",1st,Diesel,"6,90,499","15,360/month",Zero downpayment,Mumbai,Maharashtra
3404,Mahindra MARAZZO,Mahindra,8 7 STR ,2018,,"37,441",1st,Diesel,"11,07,799","24,642/month",Zero downpayment,Mumbai,Maharashtra
3405,Maruti Vitara Brezza,Maruti,ZDI PLUS ,2017,Manual,"68,492",1st,Diesel,"8,21,999","18,285/month",Zero downpayment,Mumbai,Maharashtra
3406,Maruti Ertiga,Maruti,ZDI SHVS ,2016,Manual,"66,982",2nd,Diesel,"8,05,899","17,927/month",Zero downpayment,Mumbai,Maharashtra
3407,Hyundai Elite i20,Hyundai,STA 1.2 ,2014,Manual,"32,024",2nd,Petrol,"5,10,499","11,356/month",Zero downpayment,Mumbai,Maharashtra
3408,Maruti Vitara Brezza,Maruti,VDI ,2017,Manual,"42,903",1st,Diesel,"7,61,599","16,941/month",Zero downpayment,Mumbai,Maharashtra
3409,Maruti XL6,Maruti,ZETA AT SHVS ,2020,Automatic,"7,843",1st,Petrol,"12,22,799","27,200/month",Zero downpayment,Mumbai,Maharashtra
3410,Hyundai Elite i20,Hyundai,STA 1.2 ,2014,Manual,"99,214",1st,Petrol,"5,31,999","11,834/month",Zero downpayment,Mumbai,Maharashtra
3411,Hyundai Elite i20,Hyundai,GNA 1.2 ,2016,Manual,"33,059",1st,Petrol,"5,48,699","12,206/month",Zero downpayment,Mumbai,Maharashtra
3412,Hyundai Elite i20,Hyundai,STA 1.2 ,2015,Manual,"59,905",1st,Petrol,"5,54,899","12,343/month",Zero downpayment,Mumbai,Maharashtra
3413,Maruti Baleno,Maruti,ZETA 1.2 K12 ,2016,Manual,"32,833",2nd,Petrol,"5,98,399","13,311/month",Zero downpayment,Mumbai,Maharashtra
3414,Maruti IGNIS,Maruti,ZETA 1.2 K12 AMT ,2017,Automatic,"26,724",1st,Petrol,"6,03,899","13,433/month",Zero downpayment,Mumbai,Maharashtra
