,cars_name,cars_brand,model,model_year,car_type,kms,owner,gasoliene_type,price,emi_per_month,zero_downpayment
645,Honda City,Honda,SV MT PETROL ,2014,Manual,"72,415",1st,Petrol,"5,23,899","11,654/month",Zero downpayment
646,Ford Ecosport,Ford,1.5TITANIUM TDCI ,2016,Manual,"43,839",1st,Diesel,"6,93,299","15,422/month",Zero downpayment
647,Renault TRIBER,Renault,1.0 RXZ ,2019,Manual,"2,400",1st,Petrol,"7,46,199","16,599/month",Zero downpayment
648,Toyota Corolla Altis,Toyota,G ,2016,Manual,"77,841",1st,Petrol,"8,70,599","19,366/month",Zero downpayment
649,Hyundai Creta,Hyundai,1.6 SX PLUS AUTO ,2018,Automatic,"50,399",1st,Petrol,"12,20,599","27,152/month",Zero downpayment
650,Hyundai Creta,Hyundai,1.6 VTVT SX AUTO ,2019,Automatic,"19,164",1st,Petrol,"14,39,899","32,030/month",Zero downpayment
651,Honda Amaze,Honda,1.5 SMT I DTEC ,2013,Manual,"39,054",2nd,Diesel,"4,24,299","9,438/month",Zero downpayment
652,Ford Ecosport,Ford,1.0 ECOBOOST TITANIUM ,2014,Manual,"53,514",1st,Petrol,"4,86,399","10,820/month",Zero downpayment
653,Renault Kwid,Renault,1.0 RXT Opt ,2016,Manual,"30,114",1st,Petrol,"3,39,199","7,545/month",Zero downpayment
654,Mercedes Benz E Class,Mercedes,E 250 CDI ELEGANCE ,2011,Automatic,"77,480",2nd,Diesel,"11,79,099","26,228/month",Zero downpayment
655,Hyundai Creta,Hyundai,1.6 E + VTVT ,2017,Manual,"8,468",1st,Petrol,"9,32,099","20,734/month",Zero downpayment
656,Jeep Compass,Jeep,2.0 LONGITUDE (O) ,2017,Manual,"50,277",1st,Diesel,"13,40,099","29,810/month",Zero downpayment
657,Maruti Dzire,Maruti,VXI ,2018,Manual,"30,204",1st,Petrol,"7,04,199","15,665/month",Zero downpayment
658,KIA SELTOS,KIA,GTX + AT PETROL ,2020,Automatic,"24,203",1st,Petrol,"15,08,299","33,551/month",Zero downpayment
659,Honda Amaze,Honda,1.2 SMT I VTEC ,2020,Manual,"7,047",1st,Petrol,"6,87,399","15,291/month",Zero downpayment
660,Hyundai VENUE,Hyundai,1.0L Turbo GDI SX(O) MT ,2019,Manual,"7,776",1st,Petrol,"10,55,199","23,472/month",Zero downpayment
661,Volkswagen Polo,Volkswagen,COMFORTLINE 1.2L PETROL ,2012,Manual,"58,135",3rd,Petrol,"2,92,899","6,515/month",Zero downpayment
662,Ford Ecosport,Ford,1.5AMBIENTE TI VCT ,2019,Manual,"6,090",1st,Petrol,"7,37,099","16,396/month",Zero downpayment
663,Maruti Ertiga,Maruti,VDI SHVS ,2018,Manual,"52,554",1st,Diesel,"8,70,699","19,368/month",Zero downpayment
664,Renault Kwid,Renault,RXL ,2019,Manual,"27,241",1st,Petrol,"3,85,999","8,586/month",Zero downpayment
665,Maruti Swift Dzire,Maruti,VXI 1.2 BS IV ,2013,Manual,"27,784",1st,Petrol,"4,20,899","9,363/month",Zero downpayment
666,Maruti Vitara Brezza,Maruti,ZDI ,2018,Manual,"20,210",1st,Diesel,"8,76,599","19,499/month",Zero downpayment
667,Maruti Wagon R 1.0,Maruti,LXI ,2013,Manual,"21,502",1st,Petrol,"3,34,999","7,452/month",Zero downpayment
668,Maruti Alto 800,Maruti,VXI ,2016,Manual,"16,709",2nd,Petrol,"2,75,099","6,119/month",Zero downpayment
669,Mahindra XUV500,Mahindra,W10 ,2015,Manual,"47,121",1st,Diesel,"10,78,899","24,000/month",Zero downpayment
