,cars_name,cars_brand,model,model_year,car_type,kms,owner,gasoliene_type,price,emi_per_month,zero_downpayment
550,Maruti Ertiga,Maruti,ZXI ,2015,Manual,"88,426",1st,Petrol,"72,099",",950/month",Zero downpayment
551,Hyundai Elite i20,Hyundai,GNA 1.2 ,2014,Manual,"36,694",2nd,Petrol,"62,599",",290/month",Zero downpayment
552,Maruti S Cross,Maruti,LPHA SHVS ,2017,Manual,"57,002",1st,Diesel,"77,099",",511/month",Zero downpayment
553,Maruti XL6,Maruti,LPHA SHVS  MT ,2019,Manual,"13,829",1st,Petrol,",29,399",",123/month",Zero downpayment
554,Renault Duster,Renault,RXL 85PS EXPLORE ,2016,Manual,"51,941",1st,Diesel,"70,199",",908/month",Zero downpayment
555,Audi A4,Audi,2.0 TDI S LINE ,2013,Automatic,"43,288",1st,Diesel,",13,099",",658/month",Zero downpayment
556,Skoda Rapid,Skoda,1.5 TDI MT STYLE ,2017,Manual,"56,412",1st,Diesel,"38,999",",663/month",Zero downpayment
557,Hyundai New Elantra,Hyundai,1.6 SX AT ,2015,Automatic,"68,765",1st,Diesel,"12,099",",065/month",Zero downpayment
558,Hyundai New Elantra,Hyundai,1.6 SX AT O ,2017,Automatic,"69,070",1st,Diesel,",28,799",",334/month",Zero downpayment
559,Honda Jazz,Honda,1.2 V AT ,2016,Automatic,"30,836",1st,Petrol,"93,799",",433/month",Zero downpayment
560,Maruti Dzire,Maruti,VXI AMT ,2017,Automatic,"32,539",1st,Petrol,"47,699",",408/month",Zero downpayment
561,Maruti Ertiga,Maruti,ZDI PLUS SHVS ,2017,Manual,"31,680",1st,Diesel,"26,499",",609/month",Zero downpayment
562,Mercedes Benz C Class,Mercedes,250 CDI ELEGANCE AT ,2011,Automatic,"43,438",2nd,Diesel,"67,999",",308/month",Zero downpayment
563,Honda City,Honda,V MT PETROL ,2016,Manual,"33,949",1st,Petrol,"43,299",",310/month",Zero downpayment
564,Tata Hexa,Tata,Varicor 400 XTA ,2018,Automatic,"39,905",1st,Diesel,",15,199",",480/month",Zero downpayment
565,Maruti Baleno,Maruti,ZETA 1.2 K12 ,2015,Manual,"31,277",1st,Petrol,"57,099",",392/month",Zero downpayment
566,Hyundai VENUE,Hyundai,1.0 TURBO GDI SX+ AT ,2019,Automatic,"3,139",1st,Petrol,",96,999",",627/month",Zero downpayment
567,Hyundai Verna,Hyundai,FLUIDIC 1.6 SX VTVT ,2014,Manual,"46,960",1st,Petrol,"31,899",",832/month",Zero downpayment
568,Maruti Celerio,Maruti,VXI AMT ,2015,Automatic,"46,943",1st,Petrol,"96,399",818/month,Zero downpayment
569,BMW 3 Series,BMW,320D LUXURYLINE ,2014,Automatic,"75,353",3rd,Diesel,",79,999",",922/month",Zero downpayment
570,KIA SELTOS,KIA,HTK 1.5 PETROL ,2019,Manual,"12,872",1st,Petrol,",75,399",",922/month",Zero downpayment
571,Maruti IGNIS,Maruti,DELTA 1.2 K12 ,2017,Manual,"24,753",1st,Petrol,"04,299",",218/month",Zero downpayment
572,Maruti Celerio,Maruti,VXI ,2014,Manual,"33,246",1st,Petrol,"08,399",085/month,Zero downpayment
573,Jeep Compass,Jeep,2.0 LIMITED ,2017,Manual,"70,650",2nd,Diesel,",68,799",",673/month",Zero downpayment
574,Honda Amaze,Honda,1.2 V CVT I VTEC ,2018,Automatic,"4,494",1st,Petrol,"90,199",",578/month",Zero downpayment
575,Hyundai Elite i20,Hyundai,SPORTZ 1.2 ,2017,Manual,"63,089",1st,Petrol,"86,899",",055/month",Zero downpayment
576,BMW 3 Series,BMW,320D LUXURYLINE ,2015,Automatic,"95,239",1st,Diesel,",25,799",",941/month",Zero downpayment
577,Maruti IGNIS,Maruti,ZETA 1.2 K12 ,2018,Manual,"19,526",1st,Petrol,"64,199",",550/month",Zero downpayment
578,Toyota Innova,Toyota,2.5 VX 7 STR BS IV ,2015,Manual,"1,48,013",1st,Diesel,",14,799",",574/month",Zero downpayment
579,Honda Brio,Honda,1.2 S MT I VTEC ,2012,Manual,"33,740",1st,Petrol,"09,799",891/month,Zero downpayment
580,Ford Ecosport,Ford,1.5 TITANIUM TI VCT ,2015,Manual,"64,392",1st,Petrol,"21,299",",596/month",Zero downpayment
581,Hyundai i20,Hyundai,GNA O 1.2 ,2014,Manual,"80,371",2nd,Petrol,"91,499",709/month,Zero downpayment
582,Hyundai i20,Hyundai,GNA O 1.2 ,2012,Manual,"94,562",3rd,Petrol,"60,599",021/month,Zero downpayment
583,Honda City,Honda,S MT PETROL ,2014,Manual,"1,46,906",1st,Petrol,"61,399",",264/month",Zero downpayment
584,Honda City,Honda,1.5 E MT PETROL ,2012,Manual,"80,005",2nd,Petrol,"25,799",472/month,Zero downpayment
585,Maruti IGNIS,Maruti,ZETA 1.2 K12 AMT ,2018,Automatic,"9,217",1st,Petrol,"28,299",",976/month",Zero downpayment
586,Maruti Ciaz,Maruti,VDI+ SHVS ,2016,Manual,"1,09,630",1st,Diesel,"88,899",",100/month",Zero downpayment
