,cars_name,cars_brand,model,model_year,car_type,kms,owner,gasoliene_type,price,emi_per_month,zero_downpayment
0,Ford Ecosport,Ford,1.5 TITANIUMTDCI OPT ,2013,Manual,"1,79,045",1st,Diesel,"5,07,599","11,291/month",Zero downpayment
1,Maruti Swift,Maruti,ZDI ,2012,Manual,"78,819",2nd,Diesel,"4,76,699","10,604/month",Zero downpayment
2,Honda Mobilio,Honda,1.5 V OPT I DTEC ,2014,Manual,"97,289",2nd,Diesel,"4,94,799","11,007/month",Zero downpayment
3,Maruti Wagon R 1.0,Maruti,VXI ,2013,Manual,"45,693",2nd,Petrol,"3,31,999","7,385/month",Zero downpayment
4,Hyundai i20 Active,Hyundai,1.2 S ,2016,Manual,"40,586",1st,Petrol,"6,20,299","13,798/month",Zero downpayment
5,Maruti Alto K10,Maruti,VXI ,2015,Manual,"2,34,695",1st,Petrol,"2,73,299","6,079/month",Zero downpayment
6,Skoda Octavia,Skoda,Style 1.4 TSI MT ,2017,Manual,"47,264",1st,Petrol,"12,92,899","28,760/month",Zero downpayment
7,Maruti Vitara Brezza,Maruti,VDI ,2016,Manual,"1,53,631",1st,Diesel,"6,78,999","15,104/month",Zero downpayment
8,Honda City,Honda,V AT ,2010,Automatic,"1,52,381",1st,Petrol,"4,49,699","10,003/month",Zero downpayment
9,Hyundai Verna,Hyundai,1.6 CRDI SX + AT ,2018,Automatic,"33,367",1st,Diesel,"10,69,899","23,799/month",Zero downpayment
10,Hyundai VENUE,Hyundai,1.5 SX CRDI MT ,2020,Manual,"40,139",1st,Diesel,"10,42,799","23,196/month",Zero downpayment
11,Maruti Ciaz,Maruti,LPHA 1.5 AT VTVT SHVS ,2020,,"35,019",1st,Petrol,"10,83,299","24,097/month",Zero downpayment
12,Maruti Swift,Maruti,VDI ,2011,Manual,"1,11,043",1st,Diesel,"3,46,399","7,705/month",Zero downpayment
13,Mahindra XUV500,Mahindra,W11 ,2021,Automatic,"14,755",1st,Diesel,"23,00,999","51,184/month",Zero downpayment
14,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2018,Manual,"49,094",1st,Petrol,"6,47,799","14,410/month",Zero downpayment
15,Ford Ecosport,Ford,1.5 TITANIUM PLUS TI VCT AT ,2020,Automatic,"5,634",1st,Petrol,"12,60,699","28,044/month",Zero downpayment
16,Renault Kwid,Renault,CLIMBER 1.0 AT ,2017,Automatic,"36,933",2nd,Petrol,"4,11,199","9,147/month",Zero downpayment
17,Maruti Alto K10,Maruti,LXI ,2011,Manual,"86,129",2nd,Petrol,"2,11,099","4,696/month",Zero downpayment
18,Maruti Vitara Brezza,Maruti,VDI ,2019,Manual,"51,619",1st,Diesel,"8,11,499","18,051/month",Zero downpayment
19,Maruti Vitara Brezza,Maruti,ZDI ,2018,Manual,"47,763",1st,Diesel,"8,60,499","19,141/month",Zero downpayment
20,Maruti Wagon R 1.0,Maruti,VXI ,2012,Manual,"78,088",1st,Petrol,"3,67,299","8,170/month",Zero downpayment
21,Maruti Wagon R 1.0,Maruti,VXI ,2012,Manual,"73,245",1st,Petrol,"3,57,299","7,948/month",Zero downpayment
22,Maruti Vitara Brezza,Maruti,VDI AMT ,2018,Automatic,"81,477",2nd,Diesel,"8,00,499","17,807/month",Zero downpayment
23,Hyundai Grand i10,Hyundai,SPORTZ (O) 1.2 AT VTVT ,2018,Automatic,"41,620",1st,Petrol,"6,57,799","14,632/month",Zero downpayment
24,Maruti Wagon R 1.0,Maruti,VXI ,2012,Manual,"86,777",2nd,Petrol,"3,52,799","7,848/month",Zero downpayment
25,Maruti Alto,Maruti,VXI ,2019,Manual,"41,432",1st,Petrol,"4,07,099","9,056/month",Zero downpayment
26,Maruti Alto 800,Maruti,LXI ,2017,Manual,"61,247",1st,Petrol,"2,86,399","6,371/month",Zero downpayment
27,Maruti Wagon R 1.0,Maruti,VXI ,2016,Manual,"55,405",1st,Petrol,"4,19,999","9,343/month",Zero downpayment
28,Maruti Wagon R 1.0,Maruti,VXI ,2016,Manual,"39,789",1st,Petrol,"3,98,099","8,855/month",Zero downpayment
29,Maruti Wagon R 1.0,Maruti,VXI ,2014,Manual,"52,689",1st,Petrol,"4,01,199","8,924/month",Zero downpayment
30,Honda Brio,Honda,1.2 S MT I VTEC ,2015,Manual,"68,623",1st,Petrol,"4,02,699","8,958/month",Zero downpayment
31,Maruti Wagon R 1.0,Maruti,VXI AMT ,2016,Automatic,"46,870",1st,Petrol,"4,30,999","9,587/month",Zero downpayment
32,Maruti Eeco,Maruti,7 STR ,2018,Manual,"40,023",2nd,Petrol,"4,01,399","8,929/month",Zero downpayment
33,Maruti Wagon R 1.0,Maruti,VXI ,2014,Manual,"55,530",2nd,Petrol,"4,10,399","9,129/month",Zero downpayment
34,Maruti Wagon R 1.0,Maruti,VXI ,2013,Manual,"58,771",1st,Petrol,"3,63,299","8,081/month",Zero downpayment
35,Maruti Alto K10,Maruti,VXI ,2018,Manual,"41,877",2nd,Petrol,"3,83,899","8,540/month",Zero downpayment
36,Honda Brio,Honda,1.2 VX AT I VTEC ,2013,Automatic,"27,101",2nd,Petrol,"4,43,099","9,856/month",Zero downpayment
37,Maruti Eeco,Maruti,5 STR WITH AC PLUSHTR ,2019,Manual,"21,336",1st,Petrol,"4,32,199","9,614/month",Zero downpayment
38,Maruti Swift,Maruti,VXI ,2012,Manual,"64,298",2nd,Petrol,"4,27,299","9,505/month",Zero downpayment
39,Hyundai Elite i20,Hyundai,SPORTZ 1.4 ,2016,Manual,"51,885",1st,Diesel,"6,87,499","15,293/month",Zero downpayment
40,Maruti Swift,Maruti,VXI OPT ,2017,Manual,"1,04,760",1st,Petrol,"5,73,899","12,766/month",Zero downpayment
41,Hyundai GRAND I10 NIOS,Hyundai,1.2 Kappa Sports MT ,2020,Manual,"11,535",1st,Petrol,"6,88,999","15,326/month",Zero downpayment
42,Hyundai Elite i20,Hyundai,1.2 MAGNA PLUS VTVT ,2019,Manual,"34,387",1st,Petrol,"6,78,999","15,104/month",Zero downpayment
43,Renault Kwid,Renault,1.0 RXT Opt AT ,2018,Automatic,"45,396",1st,Petrol,"4,31,099","9,590/month",Zero downpayment
44,Maruti Wagon R 1.0,Maruti,VXI ,2014,Manual,"92,708",1st,Petrol,"3,61,699","8,046/month",Zero downpayment
45,Hyundai Grand i10,Hyundai,STA 1.1 (O) CRDI ,2014,Manual,"1,06,258",1st,Diesel,"4,66,599","10,379/month",Zero downpayment
