,cars_name,cars_brand,model,model_year,car_type,kms,owner,gasoliene_type,price,emi_per_month,zero_downpayment
66,Hyundai i20,Hyundai,SPORTZ 1.4 CRDI ,2013,Manual,"1,66,442",1st,Diesel,"81,199",480/month,Zero downpayment
67,Maruti Swift,Maruti,VXI ,2019,Manual,"43,023",1st,Petrol,"82,099",",948/month",Zero downpayment
68,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2018,Manual,"30,854",1st,Petrol,"89,999",",124/month",Zero downpayment
69,Hyundai VENUE,Hyundai,1.0L Turbo GDI SX MT ,2019,Manual,"20,246",1st,Petrol,"74,199",",671/month",Zero downpayment
70,Maruti Swift,Maruti,VXI ,2016,Manual,"1,07,658",1st,Petrol,"67,099",",390/month",Zero downpayment
71,Hyundai Elite i20,Hyundai,SPORTZ 1.4 ,2018,Manual,"91,079",1st,Diesel,"56,999",",615/month",Zero downpayment
72,Maruti Vitara Brezza,Maruti,VDI ,2018,Manual,"46,469",1st,Diesel,"95,899",",704/month",Zero downpayment
73,Renault Kwid,Renault,RXT ,2021,Manual,"6,152",1st,Petrol,"50,099",",012/month",Zero downpayment
74,Maruti Swift,Maruti,VXI ,2017,Manual,"32,534",1st,Petrol,"32,799",",852/month",Zero downpayment
75,Hyundai Creta,Hyundai,1.6 SX CRDI ,2018,Manual,"71,967",1st,Diesel,",44,099",",450/month",Zero downpayment
76,Maruti OMNI E,Maruti,8 STR ,2017,Manual,"7,014",1st,Petrol,"78,199",188/month,Zero downpayment
77,Maruti XL6,Maruti,LPHA SHVS  MT ,2019,Manual,"22,256",1st,Petrol,"47,399",",074/month",Zero downpayment
78,Maruti IGNIS,Maruti,ZETA 1.2 K12 ,2018,Manual,"60,896",1st,Petrol,"82,199",",726/month",Zero downpayment
79,Ford Ecosport,Ford,1.5 TITANIUM PLUS TI VCT AT ,2018,Automatic,"49,702",1st,Petrol,"24,899",",349/month",Zero downpayment
80,Maruti Alto K10,Maruti,VXI ,2015,Manual,"52,837",1st,Petrol,"96,499",595/month,Zero downpayment
81,Maruti Wagon R 1.0,Maruti,VXI ,2015,Manual,"35,267",1st,Petrol,"78,299",415/month,Zero downpayment
82,Hyundai Eon,Hyundai,ERA PLUS ,2017,Manual,"16,982",1st,Petrol,"24,299",214/month,Zero downpayment
83,Maruti Alto K10,Maruti,VXI ,2015,Manual,"22,647",1st,Petrol,"05,399",793/month,Zero downpayment
84,Hyundai Grand i10,Hyundai,SPORTS 1.2 VTVT ,2015,Manual,"36,957",1st,Petrol,"25,599",467/month,Zero downpayment
85,Maruti Wagon R 1.0,Maruti,VXI ,2017,Manual,"70,883",1st,Petrol,"86,599",600/month,Zero downpayment
86,Maruti Celerio,Maruti,ZXI ,2018,Manual,"29,293",1st,Petrol,"40,799",805/month,Zero downpayment
87,Hyundai Grand i10,Hyundai,GNA 1.2 VTVT ,2019,Manual,"12,454",1st,Petrol,"13,999",",434/month",Zero downpayment
88,Hyundai NEW SANTRO,Hyundai,SPORTZ 1.1 ,2018,Manual,"47,252",1st,Petrol,"49,199",992/month,Zero downpayment
89,Maruti Celerio,Maruti,ZXI ,2019,Manual,"10,706",1st,Petrol,"62,199",",281/month",Zero downpayment
90,Maruti Alto 800,Maruti,LXI ,2016,Manual,"11,237",1st,Petrol,"78,299",191/month,Zero downpayment
91,Maruti Alto,Maruti,LXI ,2019,Manual,"32,435",1st,Petrol,"57,399",950/month,Zero downpayment
92,Maruti Alto 800,Maruti,LXI ,2016,Manual,"34,002",1st,Petrol,"81,699",266/month,Zero downpayment
93,Maruti Wagon R 1.0,Maruti,VXI AMT ,2018,Automatic,"23,889",1st,Petrol,"68,399",",419/month",Zero downpayment
94,Maruti Alto K10,Maruti,VXI ,2017,Manual,"43,975",1st,Petrol,"36,099",476/month,Zero downpayment
95,Maruti Eeco,Maruti,5 STR WITH AC PLUSHTR ,2019,Manual,"12,858",1st,Petrol,"49,299",994/month,Zero downpayment
96,Maruti Eeco,Maruti,5 STR WITH AC PLUSHTR ,2019,Manual,"6,358",1st,Petrol,"47,799",961/month,Zero downpayment
97,Maruti Alto 800,Maruti,LXI ,2018,Manual,"22,226",1st,Petrol,"00,899",693/month,Zero downpayment
98,Maruti Alto 800,Maruti,VXI ,2018,Manual,"27,651",1st,Petrol,"13,999",985/month,Zero downpayment
99,Maruti Alto K10,Maruti,VXI ,2019,Manual,"46,798",1st,Petrol,"91,299",704/month,Zero downpayment
100,Maruti Alto K10,Maruti,VXI (O) AMT ,2018,Automatic,"30,334",1st,Petrol,"02,899",962/month,Zero downpayment
101,Maruti Alto K10,Maruti,VXI ,2019,Manual,"8,739",1st,Petrol,"12,699",180/month,Zero downpayment
102,Maruti Dzire,Maruti,VDI ,2018,Manual,"63,398",1st,Diesel,"04,899",",680/month",Zero downpayment
103,Maruti Dzire,Maruti,VXI ,2018,Manual,"85,782",2nd,Petrol,"36,899",",167/month",Zero downpayment
104,Maruti XL6,Maruti,LPHA SHVS  MT ,2019,Manual,"20,380",1st,Petrol,"98,899",",220/month",Zero downpayment
105,Maruti Alto 800,Maruti,LXI ,2016,Manual,"45,238",1st,Petrol,"76,999",162/month,Zero downpayment
106,Hyundai Elite i20,Hyundai,STA 1.2 ,2015,Manual,"56,275",2nd,Petrol,"44,099",",103/month",Zero downpayment
107,Tata NEXON,Tata,KRAZ 1.2 ,2018,Manual,"1,05,141",1st,Petrol,"91,999",",393/month",Zero downpayment
108,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2018,Manual,"57,872",1st,Petrol,"93,699",",207/month",Zero downpayment
109,Maruti Alto 800,Maruti,LXI ,2017,Manual,"44,514",1st,Petrol,"98,999",651/month,Zero downpayment
110,Maruti Alto 800,Maruti,LXI ,2017,Manual,"22,885",1st,Petrol,"11,299",925/month,Zero downpayment
111,Maruti S Cross,Maruti,ZETA SHVS PETROL ,2020,Manual,"23,378",1st,Petrol,"93,599",",878/month",Zero downpayment
112,Audi A4,Audi,2.0 TDI PREMIUM PLUS ,2014,Automatic,"81,486",2nd,Diesel,",06,699",",516/month",Zero downpayment
113,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2019,Manual,"20,489",1st,Petrol,"51,299",",488/month",Zero downpayment
114,Volkswagen Vento,Volkswagen,HIGHLINE PLUS 1.0 TSI AT ,2020,Automatic,"17,158",1st,Petrol,",84,699",",577/month",Zero downpayment
115,Hyundai i10,Hyundai,SPORTZ 1.1 IRDE2 ,2014,Manual,"80,765",1st,Petrol,"41,699",601/month,Zero downpayment
116,Maruti Dzire,Maruti,VXI ,2017,Manual,"40,305",1st,Petrol,"00,899",",367/month",Zero downpayment
117,Hyundai Elite i20,Hyundai,1.2 SPORTS PLUS VTVT ,2019,Manual,"15,888",1st,Petrol,"36,199",",376/month",Zero downpayment
118,Maruti Vitara Brezza,Maruti,VDI OPT ,2017,Manual,"60,474",2nd,Diesel,"45,199",",577/month",Zero downpayment
119,Maruti Alto 800,Maruti,VXI ,2018,Manual,"50,156",1st,Petrol,"10,799",914/month,Zero downpayment
120,Maruti Swift,Maruti,VXI ,2015,Manual,"72,576",1st,Petrol,"53,499",",088/month",Zero downpayment
121,Maruti Alto K10,Maruti,VXI (O) AMT ,2018,Automatic,"28,449",1st,Petrol,"84,499",553/month,Zero downpayment
122,Maruti Vitara Brezza,Maruti,ZDI ,2017,Manual,"1,09,400",1st,Diesel,"82,899",",415/month",Zero downpayment
123,Jeep Compass,Jeep,2.0 LIMITED ,2018,Manual,"45,019",1st,Diesel,",90,699",",160/month",Zero downpayment
124,Maruti Dzire,Maruti,VDI ,2017,Manual,"1,10,342",1st,Diesel,"44,799",",343/month",Zero downpayment
125,Maruti Alto,Maruti,LXI ,2020,Manual,"23,812",1st,Petrol,"85,299",571/month,Zero downpayment
126,Maruti Alto K10,Maruti,VXI ,2018,Manual,"17,410",2nd,Petrol,"78,199",413/month,Zero downpayment
127,Maruti Alto K10,Maruti,VXI (O) AMT ,2018,Automatic,"3,893",1st,Petrol,"14,399",218/month,Zero downpayment
128,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2020,Manual,"7,665",1st,Petrol,"89,599",",340/month",Zero downpayment
129,Maruti Swift,Maruti,VXI ,2016,Manual,"79,820",1st,Petrol,"01,599",",158/month",Zero downpayment
130,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT ,2014,Manual,"1,53,275",2nd,Petrol,"95,699",802/month,Zero downpayment
131,Maruti Alto,Maruti,VXI ,2020,Manual,"11,253",2nd,Petrol,"73,799",315/month,Zero downpayment
132,Maruti Dzire,Maruti,VXI ,2018,Manual,"30,661",1st,Petrol,"21,399",",823/month",Zero downpayment
133,Maruti Alto K10,Maruti,VXI ,2019,Manual,"6,057",1st,Petrol,"88,399",640/month,Zero downpayment
134,Ford Ecosport,Ford,1.5 TREND+ TDCI ,2016,Manual,"82,205",2nd,Diesel,"64,199",",550/month",Zero downpayment
135,Hyundai GRAND I10 NIOS,Hyundai,SPORTZ PETROL ,2020,Manual,"23,013",1st,Petrol,"97,799",",298/month",Zero downpayment
136,Hyundai GRAND I10 NIOS,Hyundai,SPORTZ 1.2 AT ,2020,Automatic,"4,347",1st,Petrol,"01,799",",611/month",Zero downpayment
137,Hyundai GRAND I10 NIOS,Hyundai,GNA 1.2 MT ,2020,Manual,"6,427",1st,Petrol,"31,399",",045/month",Zero downpayment
138,Maruti Dzire,Maruti,VDI ,2018,Manual,"1,40,642",1st,Diesel,"09,099",",774/month",Zero downpayment
139,Maruti Dzire,Maruti,VDI ,2018,Manual,"66,072",1st,Diesel,"19,099",",996/month",Zero downpayment
140,Maruti Ertiga,Maruti,ZDI SHVS ,2017,Manual,"2,42,448",2nd,Diesel,"50,399",",917/month",Zero downpayment
141,Maruti Swift,Maruti,VXI ,2021,Manual,"15,922",1st,Petrol,"38,699",",432/month",Zero downpayment
142,Hyundai GRAND I10 NIOS,Hyundai,SPORTZ PETROL ,2021,Manual,"3,212",1st,Petrol,"25,099",",129/month",Zero downpayment
143,Hyundai i10,Hyundai,GNA 1.2 KAPPA2 ,2012,Manual,"41,043",2nd,Petrol,"98,099",631/month,Zero downpayment
144,MG HECTOR,MG,SHARP DCT PETROL ,2020,Automatic,"18,479",1st,Petrol,",63,499",",228/month",Zero downpayment
145,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2018,Manual,"26,478",1st,Petrol,"11,199",",596/month",Zero downpayment
146,Honda Amaze,Honda,1.2 VXMT I VTEC ,2019,Manual,"15,472",1st,Petrol,"74,999",",239/month",Zero downpayment
147,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2018,Manual,"22,287",1st,Petrol,"96,899",",278/month",Zero downpayment
148,Toyota Corolla Altis,Toyota,VL AT ,2018,Automatic,"21,665",1st,Petrol,",73,199",",546/month",Zero downpayment
149,Maruti Alto 800,Maruti,VXI ,2015,Manual,"60,015",2nd,Petrol,"62,499",839/month,Zero downpayment
150,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2018,Manual,"43,050",1st,Petrol,"20,699",",807/month",Zero downpayment
151,Ford Ecosport,Ford,1.5 TITANIUM + (SUNROOF) ,2019,Manual,"18,439",1st,Petrol,"25,799",",594/month",Zero downpayment
152,Hyundai Grand i10,Hyundai,GNA 1.2 VTVT ,2018,Manual,"36,943",1st,Petrol,"93,399",",975/month",Zero downpayment
153,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2018,Manual,"31,254",1st,Petrol,"32,899",",078/month",Zero downpayment
154,Maruti Vitara Brezza,Maruti,ZXI + ,2021,Manual,"3,708",1st,Petrol,",15,499",",814/month",Zero downpayment
155,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2018,Manual,"42,233",1st,Petrol,"44,199",",330/month",Zero downpayment
156,Maruti Celerio,Maruti,VXI ,2015,Manual,"1,44,616",1st,Petrol,"36,199",479/month,Zero downpayment
157,Maruti Swift,Maruti,VDI ,2018,Manual,"1,31,802",1st,Diesel,"30,799",",032/month",Zero downpayment
158,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2018,Manual,"40,896",1st,Petrol,"31,799",",054/month",Zero downpayment
159,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT ,2017,Manual,"40,550",1st,Petrol,"94,399",",998/month",Zero downpayment
160,Ford Ecosport,Ford,1.5TITANIUM TDCI ,2016,Manual,"1,93,654",1st,Diesel,"52,699",",519/month",Zero downpayment
161,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2019,Manual,"16,190",1st,Petrol,"62,399",",735/month",Zero downpayment
162,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2019,Manual,"37,161",1st,Petrol,"57,999",",637/month",Zero downpayment
163,Ford Ecosport,Ford,TITANIUM+ SPORT ,2020,Manual,"5,063",1st,Petrol,",48,699",",552/month",Zero downpayment
164,Maruti Celerio X,Maruti,Zxi ,2018,Manual,"37,906",1st,Petrol,"63,699",",315/month",Zero downpayment
165,Maruti Baleno,Maruti,LPHA 1.2 K12 ,2018,Manual,"42,768",2nd,Petrol,"23,699",",874/month",Zero downpayment
166,Maruti Baleno,Maruti,ZETA 1.2 K12 ,2019,Manual,"16,232",1st,Petrol,"73,299",",977/month",Zero downpayment
167,Maruti Alto 800,Maruti,VXI ,2015,Manual,"49,626",1st,Petrol,"69,799",002/month,Zero downpayment
168,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2019,Manual,"48,025",1st,Petrol,"36,099",",150/month",Zero downpayment
169,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2018,Manual,"54,012",2nd,Petrol,"46,299",",377/month",Zero downpayment
170,Hyundai Grand i10,Hyundai,SPORTS 1.2 VTVT ,2015,Manual,"86,143",1st,Petrol,"17,799",294/month,Zero downpayment
171,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2019,Manual,"57,904",1st,Petrol,"46,699",",385/month",Zero downpayment
172,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2019,Manual,"16,281",2nd,Petrol,"44,599",",339/month",Zero downpayment
173,Maruti Alto K10,Maruti,VXI ,2016,Manual,"99,598",1st,Petrol,"97,699",622/month,Zero downpayment
174,Maruti Alto 800,Maruti,LXI ,2016,Manual,"52,067",1st,Petrol,"75,699",133/month,Zero downpayment
175,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2020,Manual,"41,215",1st,Petrol,"92,999",",415/month",Zero downpayment
176,Ford Ecosport,Ford,1.5 TREND+ TDCI ,2018,Manual,"74,355",1st,Diesel,"18,699",",212/month",Zero downpayment
177,Maruti S PRESSO,Maruti,VXI ,2020,Manual,"5,186",1st,Petrol,"73,799",",539/month",Zero downpayment
178,Maruti S PRESSO,Maruti,VXI ,2020,Manual,"10,490",1st,Petrol,"77,199",",615/month",Zero downpayment
179,Maruti Vitara Brezza,Maruti,ZDI ,2019,Manual,"1,04,187",1st,Diesel,"68,299",",315/month",Zero downpayment
180,Maruti Wagon R 1.0,Maruti,VXI AMT ,2016,Automatic,"56,042",1st,Petrol,"92,299",726/month,Zero downpayment
181,Maruti Celerio,Maruti,ZXI AMT ,2016,Automatic,"47,672",1st,Petrol,"19,399",329/month,Zero downpayment
182,Hyundai Grand i10,Hyundai,SPORTS 1.2 VTVT ,2016,Manual,"11,479",1st,Petrol,"71,799",",495/month",Zero downpayment
183,Maruti S PRESSO,Maruti,VXI ,2020,Manual,"23,009",1st,Petrol,"51,999",",054/month",Zero downpayment
184,Maruti Alto K10,Maruti,VXI ,2016,Manual,"78,675",1st,Petrol,"10,299",902/month,Zero downpayment
185,Maruti S PRESSO,Maruti,VXI ,2019,Manual,"32,248",1st,Petrol,"10,899",140/month,Zero downpayment
186,Maruti Alto K10,Maruti,VXI AMT ,2016,Automatic,"1,14,666",1st,Petrol,"25,399",238/month,Zero downpayment
187,Hyundai Grand i10,Hyundai,SPORTS 1.2 VTVT ,2015,Manual,"21,351",1st,Petrol,"60,999",",255/month",Zero downpayment
188,Hyundai Grand i10,Hyundai,SPORTS 1.2 VTVT ,2015,Manual,"31,298",1st,Petrol,"40,499",799/month,Zero downpayment
189,Maruti Celerio,Maruti,ZXI ,2018,Manual,"92,365",1st,Petrol,"52,199",",059/month",Zero downpayment
190,Hyundai NEW SANTRO,Hyundai,ERA 1.1 ,2020,Manual,"3,803",1st,Petrol,"76,399",",597/month",Zero downpayment
191,Maruti Wagon R 1.0,Maruti,VXI ,2018,Manual,"11,415",1st,Petrol,"07,699",",293/month",Zero downpayment
192,Maruti Wagon R 1.0,Maruti,VXI ,2018,Manual,"40,773",1st,Petrol,"88,499",",866/month",Zero downpayment
193,Maruti Alto 800,Maruti,LXI ,2016,Manual,"45,529",1st,Petrol,"81,999",273/month,Zero downpayment
194,Maruti Celerio,Maruti,ZXI AMT ,2018,Automatic,"56,035",1st,Petrol,"68,099",",413/month",Zero downpayment
195,Maruti Wagon R 1.0,Maruti,VXI ,2018,Manual,"28,544",1st,Petrol,"93,999",",989/month",Zero downpayment
